"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","data","hasCabin","segment_age","title","FamilySize"
318,"0",2,"male",54,0,0,"29011",14,"","S","train","0","gran","Special",1
319,"1",1,"female",31,0,2,"36928",164.8667,"C7","S","train","1","adult","Miss",3
320,"1",1,"female",40,1,1,"16966",134.5,"E34","C","train","1","adult-gran","Mrs",3
321,"0",3,"male",22,0,0,"A/5 21172",7.25,"","S","train","0","jove","Mr",1
322,"0",3,"male",27,0,0,"349219",7.8958,"","S","train","0","jove","Mr",1
323,"1",2,"female",30,0,0,"234818",12.35,"","Q","train","0","jove","Miss",1
324,"1",2,"female",22,1,1,"248738",29,"","S","train","0","jove","Mrs",3
325,"0",3,"male",28,8,2,"CA. 2343",69.55,"","S","train","0","jove","Mr",11
326,"1",1,"female",36,0,0,"PC 17760",135.6333,"C32","C","train","1","adult","Miss",1
327,"0",3,"male",61,0,0,"345364",6.2375,"","S","train","0","gran","Mr",1
328,"1",2,"female",36,0,0,"28551",13,"D","S","train","1","adult","Mrs",1
329,"1",3,"female",31,1,1,"363291",20.525,"","S","train","0","adult","Mrs",3
330,"1",1,"female",16,0,1,"111361",57.9792,"B18","C","train","1","nen","Miss",2
331,"1",3,"female",28,2,0,"367226",23.25,"","Q","train","0","jove","Miss",3
332,"0",1,"male",45.5,0,0,"113043",28.5,"C124","S","train","1","adult-gran","Mr",1
333,"0",1,"male",38,0,1,"PC 17582",153.4625,"C91","S","train","1","adult","Mr",2
334,"0",3,"male",16,2,0,"345764",18,"","S","train","0","nen","Mr",3
335,"1",1,"female",28,1,0,"PC 17611",133.65,"","S","train","0","jove","Mrs",2
336,"0",3,"male",28,0,0,"349225",7.8958,"","S","train","0","jove","Mr",1
337,"0",1,"male",29,1,0,"113776",66.6,"C2","S","train","1","jove","Mr",2
338,"1",1,"female",41,0,0,"16966",134.5,"E40","C","train","1","adult-gran","Miss",1
339,"1",3,"male",45,0,0,"7598",8.05,"","S","train","0","adult-gran","Mr",1
340,"0",1,"male",45,0,0,"113784",35.5,"T","S","train","1","adult-gran","Mr",1
341,"1",2,"male",2,1,1,"230080",26,"F2","S","train","1","nen","Master",3
342,"1",1,"female",24,3,2,"19950",263,"C23 C25 C27","S","train","1","jove","Miss",6
343,"0",2,"male",28,0,0,"248740",13,"","S","train","0","jove","Mr",1
344,"0",2,"male",25,0,0,"244361",13,"","S","train","0","jove","Mr",1
345,"0",2,"male",36,0,0,"229236",13,"","S","train","0","adult","Mr",1
346,"1",2,"female",24,0,0,"248733",13,"F33","S","train","1","jove","Miss",1
347,"1",2,"female",40,0,0,"31418",13,"","S","train","0","adult-gran","Miss",1
348,"1",3,"female",28,1,0,"386525",16.1,"","S","train","0","jove","Mrs",2
349,"1",3,"male",3,1,1,"C.A. 37671",15.9,"","S","train","0","nen","Master",3
350,"0",3,"male",42,0,0,"315088",8.6625,"","S","train","0","adult-gran","Mr",1
351,"0",3,"male",23,0,0,"7267",9.225,"","S","train","0","jove","Mr",1
352,"0",1,"male",28,0,0,"113510",35,"C128","S","train","1","jove","Mr",1
353,"0",3,"male",15,1,1,"2695",7.2292,"","C","train","0","nen","Mr",3
354,"0",3,"male",25,1,0,"349237",17.8,"","S","train","0","jove","Mr",2
355,"0",3,"male",28,0,0,"2647",7.225,"","C","train","0","jove","Mr",1
356,"0",3,"male",28,0,0,"345783",9.5,"","S","train","0","jove","Mr",1
357,"1",1,"female",22,0,1,"113505",55,"E33","S","train","1","jove","Miss",2
358,"0",2,"female",38,0,0,"237671",13,"","S","train","0","adult","Miss",1
359,"1",3,"female",28,0,0,"330931",7.8792,"","Q","train","0","jove","Miss",1
360,"1",3,"female",28,0,0,"330980",7.8792,"","Q","train","0","jove","Miss",1
361,"0",3,"male",40,1,4,"347088",27.9,"","S","train","0","adult-gran","Mr",6
362,"0",2,"male",29,1,0,"SC/PARIS 2167",27.7208,"","C","train","0","jove","Mr",2
363,"0",3,"female",45,0,1,"2691",14.4542,"","C","train","0","adult-gran","Mrs",2
364,"0",3,"male",35,0,0,"SOTON/O.Q. 3101310",7.05,"","S","train","0","adult","Mr",1
365,"0",3,"male",28,1,0,"370365",15.5,"","Q","train","0","jove","Mr",2
366,"0",3,"male",30,0,0,"C 7076",7.25,"","S","train","0","jove","Mr",1
367,"1",1,"female",60,1,0,"110813",75.25,"D37","C","train","1","gran","Mrs",2
368,"1",3,"female",28,0,0,"2626",7.2292,"","C","train","0","jove","Mrs",1
369,"1",3,"female",28,0,0,"14313",7.75,"","Q","train","0","jove","Miss",1
370,"1",1,"female",24,0,0,"PC 17477",69.3,"B35","C","train","1","jove","Special",1
371,"1",1,"male",25,1,0,"11765",55.4417,"E50","C","train","1","jove","Mr",2
372,"0",3,"male",18,1,0,"3101267",6.4958,"","S","train","0","nen","Mr",2
373,"0",3,"male",19,0,0,"323951",8.05,"","S","train","0","nen","Mr",1
374,"0",1,"male",22,0,0,"PC 17760",135.6333,"","C","train","0","jove","Mr",1
375,"0",3,"female",3,3,1,"349909",21.075,"","S","train","0","nen","Miss",5
376,"1",1,"female",28,1,0,"PC 17604",82.1708,"","C","train","0","jove","Mrs",2
377,"1",3,"female",22,0,0,"C 7077",7.25,"","S","train","0","jove","Miss",1
378,"0",1,"male",27,0,2,"113503",211.5,"C82","C","train","1","jove","Mr",3
379,"0",3,"male",20,0,0,"2648",4.0125,"","C","train","0","jove","Mr",1
380,"0",3,"male",19,0,0,"347069",7.775,"","S","train","0","nen","Mr",1
381,"1",1,"female",42,0,0,"PC 17757",227.525,"","C","train","0","adult-gran","Miss",1
382,"1",3,"female",1,0,2,"2653",15.7417,"","C","train","0","nen","Miss",3
383,"0",3,"male",32,0,0,"STON/O 2. 3101293",7.925,"","S","train","0","adult","Mr",1
384,"1",1,"female",35,1,0,"113789",52,"","S","train","0","adult","Mrs",2
385,"0",3,"male",28,0,0,"349227",7.8958,"","S","train","0","jove","Mr",1
386,"0",2,"male",18,0,0,"S.O.C. 14879",73.5,"","S","train","0","nen","Mr",1
387,"0",3,"male",1,5,2,"CA 2144",46.9,"","S","train","0","nen","Master",8
388,"1",2,"female",36,0,0,"27849",13,"","S","train","0","adult","Miss",1
389,"0",3,"male",28,0,0,"367655",7.7292,"","Q","train","0","jove","Mr",1
390,"1",2,"female",17,0,0,"SC 1748",12,"","C","train","0","nen","Miss",1
391,"1",1,"male",36,1,2,"113760",120,"B96 B98","S","train","1","adult","Mr",4
392,"1",3,"male",21,0,0,"350034",7.7958,"","S","train","0","jove","Mr",1
393,"0",3,"male",28,2,0,"3101277",7.925,"","S","train","0","jove","Mr",3
394,"1",1,"female",23,1,0,"35273",113.275,"D36","C","train","1","jove","Miss",2
395,"1",3,"female",24,0,2,"PP 9549",16.7,"G6","S","train","1","jove","Mrs",3
396,"0",3,"male",22,0,0,"350052",7.7958,"","S","train","0","jove","Mr",1
397,"0",3,"female",31,0,0,"350407",7.8542,"","S","train","0","adult","Miss",1
398,"0",2,"male",46,0,0,"28403",26,"","S","train","0","adult-gran","Mr",1
399,"0",2,"male",23,0,0,"244278",10.5,"","S","train","0","jove","Special",1
400,"1",2,"female",28,0,0,"240929",12.65,"","S","train","0","jove","Mrs",1
401,"1",3,"male",39,0,0,"STON/O 2. 3101289",7.925,"","S","train","0","adult","Mr",1
402,"0",3,"male",26,0,0,"341826",8.05,"","S","train","0","jove","Mr",1
403,"0",3,"female",21,1,0,"4137",9.825,"","S","train","0","jove","Miss",2
404,"0",3,"male",28,1,0,"STON/O2. 3101279",15.85,"","S","train","0","jove","Mr",2
405,"0",3,"female",20,0,0,"315096",8.6625,"","S","train","0","jove","Miss",1
406,"0",2,"male",34,1,0,"28664",21,"","S","train","0","adult","Mr",2
407,"0",3,"male",51,0,0,"347064",7.75,"","S","train","0","adult-gran","Mr",1
408,"1",2,"male",3,1,1,"29106",18.75,"","S","train","0","nen","Master",3
409,"0",3,"male",21,0,0,"312992",7.775,"","S","train","0","jove","Mr",1
410,"0",3,"female",28,3,1,"4133",25.4667,"","S","train","0","jove","Miss",5
411,"0",3,"male",28,0,0,"349222",7.8958,"","S","train","0","jove","Mr",1
412,"0",3,"male",28,0,0,"394140",6.8583,"","Q","train","0","jove","Mr",1
413,"1",1,"female",33,1,0,"19928",90,"C78","Q","train","1","adult","Miss",2
414,"0",2,"male",28,0,0,"239853",0,"","S","train","0","jove","Mr",1
415,"1",3,"male",44,0,0,"STON/O 2. 3101269",7.925,"","S","train","0","adult-gran","Mr",1
416,"0",3,"female",28,0,0,"343095",8.05,"","S","train","0","jove","Mrs",1
417,"1",2,"female",34,1,1,"28220",32.5,"","S","train","0","adult","Mrs",3
418,"1",2,"female",18,0,2,"250652",13,"","S","train","0","nen","Miss",3
419,"0",2,"male",30,0,0,"28228",13,"","S","train","0","jove","Mr",1
420,"0",3,"female",10,0,2,"345773",24.15,"","S","train","0","nen","Miss",3
421,"0",3,"male",28,0,0,"349254",7.8958,"","C","train","0","jove","Mr",1
422,"0",3,"male",21,0,0,"A/5. 13032",7.7333,"","Q","train","0","jove","Mr",1
423,"0",3,"male",29,0,0,"315082",7.875,"","S","train","0","jove","Mr",1
424,"0",3,"female",28,1,1,"347080",14.4,"","S","train","0","jove","Mrs",3
425,"0",3,"male",18,1,1,"370129",20.2125,"","S","train","0","nen","Mr",3
426,"0",3,"male",28,0,0,"A/4. 34244",7.25,"","S","train","0","jove","Mr",1
427,"1",2,"female",28,1,0,"2003",26,"","S","train","0","jove","Mrs",2
428,"1",2,"female",19,0,0,"250655",26,"","S","train","0","nen","Miss",1
429,"0",3,"male",28,0,0,"364851",7.75,"","Q","train","0","jove","Mr",1
430,"1",3,"male",32,0,0,"SOTON/O.Q. 392078",8.05,"E10","S","train","1","adult","Mr",1
431,"1",1,"male",28,0,0,"110564",26.55,"C52","S","train","1","jove","Mr",1
432,"1",3,"female",28,1,0,"376564",16.1,"","S","train","0","jove","Mrs",2
433,"1",2,"female",42,1,0,"SC/AH 3085",26,"","S","train","0","adult-gran","Mrs",2
434,"0",3,"male",17,0,0,"STON/O 2. 3101274",7.125,"","S","train","0","nen","Mr",1
435,"0",1,"male",50,1,0,"13507",55.9,"E44","S","train","1","adult-gran","Mr",2
436,"1",1,"female",14,1,2,"113760",120,"B96 B98","S","train","1","nen","Miss",4
437,"0",3,"female",21,2,2,"W./C. 6608",34.375,"","S","train","0","jove","Miss",5
438,"1",2,"female",24,2,3,"29106",18.75,"","S","train","0","jove","Mrs",6
439,"0",1,"male",64,1,4,"19950",263,"C23 C25 C27","S","train","1","gran","Mr",6
440,"0",2,"male",31,0,0,"C.A. 18723",10.5,"","S","train","0","adult","Mr",1
441,"1",2,"female",45,1,1,"F.C.C. 13529",26.25,"","S","train","0","adult-gran","Mrs",3
442,"0",3,"male",20,0,0,"345769",9.5,"","S","train","0","jove","Mr",1
443,"0",3,"male",25,1,0,"347076",7.775,"","S","train","0","jove","Mr",2
444,"1",2,"female",28,0,0,"230434",13,"","S","train","0","jove","Miss",1
445,"1",3,"male",28,0,0,"65306",8.1125,"","S","train","0","jove","Mr",1
446,"1",1,"male",4,0,2,"33638",81.8583,"A34","S","train","1","nen","Master",3
447,"1",2,"female",13,0,1,"250644",19.5,"","S","train","0","nen","Miss",2
448,"1",1,"male",34,0,0,"113794",26.55,"","S","train","0","adult","Mr",1
449,"1",3,"female",5,2,1,"2666",19.2583,"","C","train","0","nen","Miss",4
450,"1",1,"male",52,0,0,"113786",30.5,"C104","S","train","1","adult-gran","Special",1
451,"0",2,"male",36,1,2,"C.A. 34651",27.75,"","S","train","0","adult","Mr",4
452,"0",3,"male",28,1,0,"65303",19.9667,"","S","train","0","jove","Mr",2
453,"0",1,"male",30,0,0,"113051",27.75,"C111","C","train","1","jove","Mr",1
454,"1",1,"male",49,1,0,"17453",89.1042,"C92","C","train","1","adult-gran","Mr",2
455,"0",3,"male",28,0,0,"A/5 2817",8.05,"","S","train","0","jove","Mr",1
456,"1",3,"male",29,0,0,"349240",7.8958,"","C","train","0","jove","Mr",1
457,"0",1,"male",65,0,0,"13509",26.55,"E38","S","train","1","gran","Mr",1
458,"1",1,"female",28,1,0,"17464",51.8625,"D21","S","train","1","jove","Mrs",2
459,"1",2,"female",50,0,0,"F.C.C. 13531",10.5,"","S","train","0","adult-gran","Miss",1
460,"0",3,"male",28,0,0,"371060",7.75,"","Q","train","0","jove","Mr",1
461,"1",1,"male",48,0,0,"19952",26.55,"E12","S","train","1","adult-gran","Mr",1
462,"0",3,"male",34,0,0,"364506",8.05,"","S","train","0","adult","Mr",1
463,"0",1,"male",47,0,0,"111320",38.5,"E63","S","train","1","adult-gran","Mr",1
464,"0",2,"male",48,0,0,"234360",13,"","S","train","0","adult-gran","Mr",1
465,"0",3,"male",28,0,0,"A/S 2816",8.05,"","S","train","0","jove","Mr",1
466,"0",3,"male",38,0,0,"SOTON/O.Q. 3101306",7.05,"","S","train","0","adult","Mr",1
467,"0",2,"male",28,0,0,"239853",0,"","S","train","0","jove","Mr",1
468,"0",1,"male",56,0,0,"113792",26.55,"","S","train","0","gran","Mr",1
469,"0",3,"male",28,0,0,"36209",7.725,"","Q","train","0","jove","Mr",1
470,"1",3,"female",0.75,2,1,"2666",19.2583,"","C","train","0","nen","Miss",4
471,"0",3,"male",28,0,0,"323592",7.25,"","S","train","0","jove","Mr",1
472,"0",3,"male",38,0,0,"315089",8.6625,"","S","train","0","adult","Mr",1
473,"1",2,"female",33,1,2,"C.A. 34651",27.75,"","S","train","0","adult","Mrs",4
474,"1",2,"female",23,0,0,"SC/AH Basle 541",13.7917,"D","C","train","1","jove","Mrs",1
475,"0",3,"female",22,0,0,"7553",9.8375,"","S","train","0","jove","Miss",1
476,"0",1,"male",28,0,0,"110465",52,"A14","S","train","1","jove","Mr",1
477,"0",2,"male",34,1,0,"31027",21,"","S","train","0","adult","Mr",2
478,"0",3,"male",29,1,0,"3460",7.0458,"","S","train","0","jove","Mr",2
479,"0",3,"male",22,0,0,"350060",7.5208,"","S","train","0","jove","Mr",1
480,"1",3,"female",2,0,1,"3101298",12.2875,"","S","train","0","nen","Miss",2
481,"0",3,"male",9,5,2,"CA 2144",46.9,"","S","train","0","nen","Master",8
482,"0",2,"male",28,0,0,"239854",0,"","S","train","0","jove","Mr",1
483,"0",3,"male",50,0,0,"A/5 3594",8.05,"","S","train","0","adult-gran","Mr",1
484,"1",3,"female",63,0,0,"4134",9.5875,"","S","train","0","gran","Mrs",1
485,"1",1,"male",25,1,0,"11967",91.0792,"B49","C","train","1","jove","Mr",2
486,"0",3,"female",28,3,1,"4133",25.4667,"","S","train","0","jove","Miss",5
487,"1",1,"female",35,1,0,"19943",90,"C93","S","train","1","adult","Mrs",2
488,"0",1,"male",58,0,0,"11771",29.7,"B37","C","train","1","gran","Mr",1
489,"0",3,"male",30,0,0,"A.5. 18509",8.05,"","S","train","0","jove","Mr",1
490,"1",3,"male",9,1,1,"C.A. 37671",15.9,"","S","train","0","nen","Master",3
491,"0",3,"male",28,1,0,"65304",19.9667,"","S","train","0","jove","Mr",2
492,"0",3,"male",21,0,0,"SOTON/OQ 3101317",7.25,"","S","train","0","jove","Mr",1
493,"0",1,"male",55,0,0,"113787",30.5,"C30","S","train","1","gran","Mr",1
494,"0",1,"male",71,0,0,"PC 17609",49.5042,"","C","train","0","gran","Mr",1
495,"0",3,"male",21,0,0,"A/4 45380",8.05,"","S","train","0","jove","Mr",1
496,"0",3,"male",28,0,0,"2627",14.4583,"","C","train","0","jove","Mr",1
497,"1",1,"female",54,1,0,"36947",78.2667,"D20","C","train","1","gran","Miss",2
498,"0",3,"male",28,0,0,"C.A. 6212",15.1,"","S","train","0","jove","Mr",1
499,"0",1,"female",25,1,2,"113781",151.55,"C22 C26","S","train","1","jove","Mrs",4
500,"0",3,"male",24,0,0,"350035",7.7958,"","S","train","0","jove","Mr",1
501,"0",3,"male",17,0,0,"315086",8.6625,"","S","train","0","nen","Mr",1
502,"0",3,"female",21,0,0,"364846",7.75,"","Q","train","0","jove","Miss",1
503,"0",3,"female",28,0,0,"330909",7.6292,"","Q","train","0","jove","Miss",1
504,"0",3,"female",37,0,0,"4135",9.5875,"","S","train","0","adult","Miss",1
505,"1",1,"female",16,0,0,"110152",86.5,"B79","S","train","1","nen","Miss",1
506,"0",1,"male",18,1,0,"PC 17758",108.9,"C65","C","train","1","nen","Mr",2
507,"1",2,"female",33,0,2,"26360",26,"","S","train","0","adult","Mrs",3
508,"1",1,"male",28,0,0,"111427",26.55,"","S","train","0","jove","Mr",1
509,"0",3,"male",28,0,0,"C 4001",22.525,"","S","train","0","jove","Mr",1
510,"1",3,"male",26,0,0,"1601",56.4958,"","S","train","0","jove","Mr",1
511,"1",3,"male",29,0,0,"382651",7.75,"","Q","train","0","jove","Mr",1
512,"0",3,"male",28,0,0,"SOTON/OQ 3101316",8.05,"","S","train","0","jove","Mr",1
513,"1",1,"male",36,0,0,"PC 17473",26.2875,"E25","S","train","1","adult","Mr",1
514,"1",1,"female",54,1,0,"PC 17603",59.4,"","C","train","0","gran","Mrs",2
515,"0",3,"male",24,0,0,"349209",7.4958,"","S","train","0","jove","Mr",1
516,"0",1,"male",47,0,0,"36967",34.0208,"D46","S","train","1","adult-gran","Mr",1
517,"1",2,"female",34,0,0,"C.A. 34260",10.5,"F33","S","train","1","adult","Mrs",1
518,"0",3,"male",28,0,0,"371110",24.15,"","Q","train","0","jove","Mr",1
519,"1",2,"female",36,1,0,"226875",26,"","S","train","0","adult","Mrs",2
520,"0",3,"male",32,0,0,"349242",7.8958,"","S","train","0","adult","Mr",1
521,"1",1,"female",30,0,0,"12749",93.5,"B73","S","train","1","jove","Miss",1
522,"0",3,"male",22,0,0,"349252",7.8958,"","S","train","0","jove","Mr",1
523,"0",3,"male",28,0,0,"2624",7.225,"","C","train","0","jove","Mr",1
524,"1",1,"female",44,0,1,"111361",57.9792,"B18","C","train","1","adult-gran","Mrs",2
525,"0",3,"male",28,0,0,"2700",7.2292,"","C","train","0","jove","Mr",1
526,"0",3,"male",40.5,0,0,"367232",7.75,"","Q","train","0","adult-gran","Mr",1
527,"1",2,"female",50,0,0,"W./C. 14258",10.5,"","S","train","0","adult-gran","Miss",1
528,"0",1,"male",28,0,0,"PC 17483",221.7792,"C95","S","train","1","jove","Mr",1
529,"0",3,"male",39,0,0,"3101296",7.925,"","S","train","0","adult","Mr",1
530,"0",2,"male",23,2,1,"29104",11.5,"","S","train","0","jove","Mr",4
531,"1",2,"female",2,1,1,"26360",26,"","S","train","0","nen","Miss",3
532,"0",3,"male",28,0,0,"2641",7.2292,"","C","train","0","jove","Mr",1
533,"0",3,"male",17,1,1,"2690",7.2292,"","C","train","0","nen","Mr",3
534,"1",3,"female",28,0,2,"2668",22.3583,"","C","train","0","jove","Mrs",3
535,"0",3,"female",30,0,0,"315084",8.6625,"","S","train","0","jove","Miss",1
536,"1",2,"female",7,0,2,"F.C.C. 13529",26.25,"","S","train","0","nen","Miss",3
537,"0",1,"male",45,0,0,"113050",26.55,"B38","S","train","1","adult-gran","Special",1
538,"1",1,"female",30,0,0,"PC 17761",106.425,"","C","train","0","jove","Miss",1
539,"0",3,"male",28,0,0,"364498",14.5,"","S","train","0","jove","Mr",1
540,"1",1,"female",22,0,2,"13568",49.5,"B39","C","train","1","jove","Miss",3
541,"1",1,"female",36,0,2,"WE/P 5735",71,"B22","S","train","1","adult","Miss",3
542,"0",3,"female",9,4,2,"347082",31.275,"","S","train","0","nen","Miss",7
543,"0",3,"female",11,4,2,"347082",31.275,"","S","train","0","nen","Miss",7
544,"1",2,"male",32,1,0,"2908",26,"","S","train","0","adult","Mr",2
545,"0",1,"male",50,1,0,"PC 17761",106.425,"C86","C","train","1","adult-gran","Mr",2
546,"0",1,"male",64,0,0,"693",26,"","S","train","0","gran","Mr",1
547,"1",2,"female",19,1,0,"2908",26,"","S","train","0","nen","Mrs",2
548,"1",2,"male",28,0,0,"SC/PARIS 2146",13.8625,"","C","train","0","jove","Mr",1
549,"0",3,"male",33,1,1,"363291",20.525,"","S","train","0","adult","Mr",3
550,"1",2,"male",8,1,1,"C.A. 33112",36.75,"","S","train","0","nen","Master",3
551,"1",1,"male",17,0,2,"17421",110.8833,"C70","C","train","1","nen","Mr",3
552,"0",2,"male",27,0,0,"244358",26,"","S","train","0","jove","Mr",1
553,"0",3,"male",28,0,0,"330979",7.8292,"","Q","train","0","jove","Mr",1
554,"1",3,"male",22,0,0,"2620",7.225,"","C","train","0","jove","Mr",1
555,"1",3,"female",22,0,0,"347085",7.775,"","S","train","0","jove","Miss",1
556,"0",1,"male",62,0,0,"113807",26.55,"","S","train","0","gran","Mr",1
557,"1",1,"female",48,1,0,"11755",39.6,"A16","C","train","1","adult-gran","Mrs",2
558,"0",1,"male",28,0,0,"PC 17757",227.525,"","C","train","0","jove","Mr",1
559,"1",1,"female",39,1,1,"110413",79.65,"E67","S","train","1","adult","Mrs",3
560,"1",3,"female",36,1,0,"345572",17.4,"","S","train","0","adult","Mrs",2
561,"0",3,"male",28,0,0,"372622",7.75,"","Q","train","0","jove","Mr",1
562,"0",3,"male",40,0,0,"349251",7.8958,"","S","train","0","adult-gran","Mr",1
563,"0",2,"male",28,0,0,"218629",13.5,"","S","train","0","jove","Mr",1
564,"0",3,"male",28,0,0,"SOTON/OQ 392082",8.05,"","S","train","0","jove","Mr",1
565,"0",3,"female",28,0,0,"SOTON/O.Q. 392087",8.05,"","S","train","0","jove","Miss",1
566,"0",3,"male",24,2,0,"A/4 48871",24.15,"","S","train","0","jove","Mr",3
567,"0",3,"male",19,0,0,"349205",7.8958,"","S","train","0","nen","Mr",1
568,"0",3,"female",29,0,4,"349909",21.075,"","S","train","0","jove","Mrs",5
569,"0",3,"male",28,0,0,"2686",7.2292,"","C","train","0","jove","Mr",1
570,"1",3,"male",32,0,0,"350417",7.8542,"","S","train","0","adult","Mr",1
571,"1",2,"male",62,0,0,"S.W./PP 752",10.5,"","S","train","0","gran","Mr",1
572,"1",1,"female",53,2,0,"11769",51.4792,"C101","S","train","1","gran","Mrs",3
573,"1",1,"male",36,0,0,"PC 17474",26.3875,"E25","S","train","1","adult","Mr",1
574,"1",3,"female",28,0,0,"14312",7.75,"","Q","train","0","jove","Miss",1
575,"0",3,"male",16,0,0,"A/4. 20589",8.05,"","S","train","0","nen","Mr",1
576,"0",3,"male",19,0,0,"358585",14.5,"","S","train","0","nen","Mr",1
577,"1",2,"female",34,0,0,"243880",13,"","S","train","0","adult","Miss",1
578,"1",1,"female",39,1,0,"13507",55.9,"E44","S","train","1","adult","Mrs",2
579,"0",3,"female",28,1,0,"2689",14.4583,"","C","train","0","jove","Mrs",2
580,"1",3,"male",32,0,0,"STON/O 2. 3101286",7.925,"","S","train","0","adult","Mr",1
581,"1",2,"female",25,1,1,"237789",30,"","S","train","0","jove","Miss",3
582,"1",1,"female",39,1,1,"17421",110.8833,"C68","C","train","1","adult","Mrs",3
583,"0",2,"male",54,0,0,"28403",26,"","S","train","0","gran","Mr",1
584,"0",1,"male",36,0,0,"13049",40.125,"A10","C","train","1","adult","Mr",1
585,"0",3,"male",28,0,0,"3411",8.7125,"","C","train","0","jove","Mr",1
586,"1",1,"female",18,0,2,"110413",79.65,"E68","S","train","1","nen","Miss",3
587,"0",2,"male",47,0,0,"237565",15,"","S","train","0","adult-gran","Mr",1
588,"1",1,"male",60,1,1,"13567",79.2,"B41","C","train","1","gran","Mr",3
589,"0",3,"male",22,0,0,"14973",8.05,"","S","train","0","jove","Mr",1
590,"0",3,"male",28,0,0,"A./5. 3235",8.05,"","S","train","0","jove","Mr",1
591,"0",3,"male",35,0,0,"STON/O 2. 3101273",7.125,"","S","train","0","adult","Mr",1
592,"1",1,"female",52,1,0,"36947",78.2667,"D20","C","train","1","adult-gran","Mrs",2
593,"0",3,"male",47,0,0,"A/5 3902",7.25,"","S","train","0","adult-gran","Mr",1
594,"0",3,"female",28,0,2,"364848",7.75,"","Q","train","0","jove","Miss",3
595,"0",2,"male",37,1,0,"SC/AH 29037",26,"","S","train","0","adult","Mr",2
596,"0",3,"male",36,1,1,"345773",24.15,"","S","train","0","adult","Mr",3
597,"1",2,"female",28,0,0,"248727",33,"","S","train","0","jove","Miss",1
598,"0",3,"male",49,0,0,"LINE",0,"","S","train","0","adult-gran","Mr",1
599,"0",3,"male",28,0,0,"2664",7.225,"","C","train","0","jove","Mr",1
600,"1",1,"male",49,1,0,"PC 17485",56.9292,"A20","C","train","1","adult-gran","Mr",2
601,"1",2,"female",24,2,1,"243847",27,"","S","train","0","jove","Mrs",4
602,"0",3,"male",28,0,0,"349214",7.8958,"","S","train","0","jove","Mr",1
603,"0",1,"male",28,0,0,"113796",42.4,"","S","train","0","jove","Mr",1
604,"0",3,"male",44,0,0,"364511",8.05,"","S","train","0","adult-gran","Mr",1
605,"1",1,"male",35,0,0,"111426",26.55,"","C","train","0","adult","Mr",1
606,"0",3,"male",36,1,0,"349910",15.55,"","S","train","0","adult","Mr",2
607,"0",3,"male",30,0,0,"349246",7.8958,"","S","train","0","jove","Mr",1
608,"1",1,"male",27,0,0,"113804",30.5,"","S","train","0","jove","Mr",1
609,"1",2,"female",22,1,2,"SC/Paris 2123",41.5792,"","C","train","0","jove","Mrs",4
610,"1",1,"female",40,0,0,"PC 17582",153.4625,"C125","S","train","1","adult-gran","Miss",1
611,"0",3,"female",39,1,5,"347082",31.275,"","S","train","0","adult","Mrs",7
612,"0",3,"male",28,0,0,"SOTON/O.Q. 3101305",7.05,"","S","train","0","jove","Mr",1
613,"1",3,"female",28,1,0,"367230",15.5,"","Q","train","0","jove","Miss",2
614,"0",3,"male",28,0,0,"370377",7.75,"","Q","train","0","jove","Mr",1
615,"0",3,"male",35,0,0,"364512",8.05,"","S","train","0","adult","Mr",1
616,"1",2,"female",24,1,2,"220845",65,"","S","train","0","jove","Miss",4
617,"0",3,"male",34,1,1,"347080",14.4,"","S","train","0","adult","Mr",3
618,"0",3,"female",26,1,0,"A/5. 3336",16.1,"","S","train","0","jove","Mrs",2
619,"1",2,"female",4,2,1,"230136",39,"F4","S","train","1","nen","Miss",4
620,"0",2,"male",26,0,0,"31028",10.5,"","S","train","0","jove","Mr",1
621,"0",3,"male",27,1,0,"2659",14.4542,"","C","train","0","jove","Mr",2
622,"1",1,"male",42,1,0,"11753",52.5542,"D19","S","train","1","adult-gran","Mr",2
623,"1",3,"male",20,1,1,"2653",15.7417,"","C","train","0","jove","Mr",3
624,"0",3,"male",21,0,0,"350029",7.8542,"","S","train","0","jove","Mr",1
625,"0",3,"male",21,0,0,"54636",16.1,"","S","train","0","jove","Mr",1
626,"0",1,"male",61,0,0,"36963",32.3208,"D50","S","train","1","gran","Mr",1
627,"0",2,"male",57,0,0,"219533",12.35,"","Q","train","0","gran","Special",1
628,"1",1,"female",21,0,0,"13502",77.9583,"D9","S","train","1","jove","Miss",1
629,"0",3,"male",26,0,0,"349224",7.8958,"","S","train","0","jove","Mr",1
630,"0",3,"male",28,0,0,"334912",7.7333,"","Q","train","0","jove","Mr",1
631,"1",1,"male",80,0,0,"27042",30,"A23","S","train","1","gran","Mr",1
632,"0",3,"male",51,0,0,"347743",7.0542,"","S","train","0","adult-gran","Mr",1
633,"1",1,"male",32,0,0,"13214",30.5,"B50","C","train","1","adult","Special",1
634,"0",1,"male",28,0,0,"112052",0,"","S","train","0","jove","Mr",1
635,"0",3,"female",9,3,2,"347088",27.9,"","S","train","0","nen","Miss",6
636,"1",2,"female",28,0,0,"237668",13,"","S","train","0","jove","Miss",1
637,"0",3,"male",32,0,0,"STON/O 2. 3101292",7.925,"","S","train","0","adult","Mr",1
